Category	Value	Fon Kodu	Tarih
Yabancı Borsa Yatırım Fonları	85,28	YTD	2024-02-04
Vadeli İşlemler Nakit Teminatları	1,17	YTD	2024-02-04
Yatırım Fonları Katılma Payları	13,55	YTD	2024-02-04
Ters-Repo	100,0	GPL	2024-02-04
Özel Sektör Dış Borçlanma Araçları	80,61	IUF	2024-02-04
Vadeli İşlemler Nakit Teminatları	0,06	IUF	2024-02-04
Kamu Dış Borçlanma Araçları	18,58	IUF	2024-02-04
Ters-Repo	0,75	IUF	2024-02-04
Yabancı Kamu Borçlanma Araçları	70,23	ARE	2024-02-04
Yatırım Fonları Katılma Payları	8,42	ARE	2024-02-04
Yabancı Özel Sektör Borçlanma Araçları	21,35	ARE	2024-02-04
Yatırım Fonları Katılma Payları	93,46	APJ	2024-02-04
Vadeli İşlemler Nakit Teminatları	2,91	APJ	2024-02-04
Takasbank Para Piyasası	3,63	APJ	2024-02-04
Hisse Senedi	22,24	GAH	2024-02-04
Özel Sektör Kira Sertifikaları	1,16	GAH	2024-02-04
Takasbank Para Piyasası	10,9	GAH	2024-02-04
Kıymetli Madenler Cinsinden İhraç Edilen Kamu Kira Sertifikaları	1,87	GAH	2024-02-04
Özel Sektör Tahvili	10,0	GAH	2024-02-04
Yatırım Fonları Katılma Payları	2,79	GAH	2024-02-04
Kamu Dış Borçlanma Araçları	9,73	GAH	2024-02-04
Yabancı Hisse Senedi	3,01	GAH	2024-02-04
Vadeli İşlemler Nakit Teminatları	9,66	GAH	2024-02-04
Devlet Tahvili	3,5	GAH	2024-02-04
Finansman Bonosu	9,13	GAH	2024-02-04
Varlığa Dayalı Menkul Kıymetler	3,61	GAH	2024-02-04
Yabancı Borsa Yatırım Fonları	8,55	GAH	2024-02-04
Mevduat (TL)	3,84	GAH	2024-02-04
Yabancı Hisse Senedi	70,66	DTZ	2024-02-04
Takasbank Para Piyasası	2,27	DTZ	2024-02-04
Hisse Senedi	22,63	DTZ	2024-02-04
Kamu Dış Borçlanma Araçları	4,44	DTZ	2024-02-04
Hisse Senedi	36,82	KTM	2024-02-04
Katılma Hesabı (TL)	7,72	KTM	2024-02-04
Özel Sektör Kira Sertifikaları	30,62	KTM	2024-02-04
Kamu Kira Sertifikaları (TL)	10,02	KTM	2024-02-04
Yatırım Fonları Katılma Payları	14,82	KTM	2024-02-04
Yabancı Kamu Borçlanma Araçları	48,44	TDG	2024-02-04
Vadeli İşlemler Nakit Teminatları	0,01	TDG	2024-02-04
Yabancı Özel Sektör Borçlanma Araçları	43,67	TDG	2024-02-04
Ters-Repo	7,88	TDG	2024-02-04
Diğer	30,91	FFH	2024-02-04
Kamu Kira Sertifikaları (TL)	0,5	FFH	2024-02-04
Hisse Senedi	29,47	FFH	2024-02-04
Yatırım Fonları Katılma Payları	0,75	FFH	2024-02-04
Özel Sektör Kira Sertifikaları	14,3	FFH	2024-02-04
Katılma Hesabı (TL)	3,6	FFH	2024-02-04
Özel Sektör Dış Borçlanma Araçları	10,13	FFH	2024-02-04
Finansman Bonosu	3,97	FFH	2024-02-04
Yabancı Borsa Yatırım Fonları	6,37	FFH	2024-02-04
Yabancı Borsa Yatırım Fonları	61,45	YJK	2024-02-04
Mevduat (Döviz)	0,64	YJK	2024-02-04
Yatırım Fonları Katılma Payları	36,83	YJK	2024-02-04
Vadeli İşlemler Nakit Teminatları	1,08	YJK	2024-02-04
Yabancı Borsa Yatırım Fonları	96,47	AES	2024-02-04
Kıymetli Madenler	0,21	AES	2024-02-04
Diğer	2,46	AES	2024-02-04
Takasbank Para Piyasası	0,94	AES	2024-02-04
Ters-Repo	20,33	TI4	2024-02-04
Gayrimenkul Yatırım Fonları Katılma Payları	1,32	TI4	2024-02-04
Yatırım Fonları Katılma Payları	19,89	TI4	2024-02-04
Mevduat (TL)	2,97	TI4	2024-02-04
Hisse Senedi	17,46	TI4	2024-02-04
Yabancı Kamu Borçlanma Araçları	4,5	TI4	2024-02-04
Özel Sektör Tahvili	14,12	TI4	2024-02-04
Vadeli İşlemler Nakit Teminatları	9,51	TI4	2024-02-04
Devlet Tahvili	9,9	TI4	2024-02-04
Yatırım Fonları Katılma Payları	80,53	ILZ	2024-02-04
Ters-Repo	0,02	ILZ	2024-02-04
Yabancı Borsa Yatırım Fonları	5,91	ILZ	2024-02-04
Finansman Bonosu	0,76	ILZ	2024-02-04
Özel Sektör Tahvili	5,46	ILZ	2024-02-04
Vadeli İşlemler Nakit Teminatları	2,07	ILZ	2024-02-04
Girişim Sermayesi Yatırım Fonları Katılma Payları	3,08	ILZ	2024-02-04
Gayrimenkul Yatırım Fonları Katılma Payları	2,17	ILZ	2024-02-04
Hisse Senedi	75,45	NBH	2024-02-04
Varlığa Dayalı Menkul Kıymetler	0,02	NBH	2024-02-04
Vadeli İşlemler Nakit Teminatları	18,97	NBH	2024-02-04
Mevduat (TL)	0,2	NBH	2024-02-04
Yatırım Fonları Katılma Payları	4,91	NBH	2024-02-04
Borsa Yatırım Fonları Katılma Payları	0,45	NBH	2024-02-04
Devlet Tahvili	33,91	YAK	2024-02-04
Takasbank Para Piyasası	0,06	YAK	2024-02-04
Hisse Senedi	33,76	YAK	2024-02-04
Vadeli İşlemler Nakit Teminatları	0,41	YAK	2024-02-04
Kamu Dış Borçlanma Araçları	17,27	YAK	2024-02-04
Özel Sektör Tahvili	0,56	YAK	2024-02-04
Yatırım Fonları Katılma Payları	9,59	YAK	2024-02-04
Mevduat (TL)	0,71	YAK	2024-02-04
Özel Sektör Dış Borçlanma Araçları	3,73	YAK	2024-02-04
Yabancı Borsa Yatırım Fonları	99,13	GBC	2024-02-04
Girişim Sermayesi Yatırım Fonları Katılma Payları	0,27	GBC	2024-02-04
Yatırım Fonları Katılma Payları	0,6	GBC	2024-02-04
Özel Sektör Dış Borçlanma Araçları	99,99	MJL	2024-02-04
Yatırım Fonları Katılma Payları	0,01	MJL	2024-02-04
Yabancı Hisse Senedi	95,91	AFS	2024-02-04
Takasbank Para Piyasası	0,67	AFS	2024-02-04
Diğer	4,41	AFS	2024-02-04
Yabancı Hisse Senedi	17,27	FNO	2024-02-04
Kıymetli Madenler Cinsinden İhraç Edilen Kamu Borçlanma Araçları	0,1	FNO	2024-02-04
Hisse Senedi	16,63	FNO	2024-02-04
Kıymetli Madenler Cinsinden İhraç Edilen Kamu Kira Sertifikaları	0,46	FNO	2024-02-04
Vadeli İşlemler Nakit Teminatları	11,52	FNO	2024-02-04
Özel Sektör Kira Sertifikaları	0,49	FNO	2024-02-04
Finansman Bonosu	10,91	FNO	2024-02-04
Özel Sektör Tahvili	0,62	FNO	2024-02-04
Ters-Repo	9,81	FNO	2024-02-04
Devlet Tahvili	1,06	FNO	2024-02-04
Kamu Kira Sertifikaları (Döviz)	7,01	FNO	2024-02-04
Girişim Sermayesi Yatırım Fonları Katılma Payları	1,1	FNO	2024-02-04
Özel Sektör Dış Borçlanma Araçları	6,79	FNO	2024-02-04
Kamu Kira Sertifikaları (TL)	1,22	FNO	2024-02-04
Kamu Dış Borçlanma Araçları	4,63	FNO	2024-02-04
Yatırım Fonları Katılma Payları	1,39	FNO	2024-02-04
Mevduat (TL)	4,03	FNO	2024-02-04
Kıymetli Madenler	2,26	FNO	2024-02-04
Takasbank Para Piyasası	2,7	FNO	2024-02-04
Yabancı Hisse Senedi	66,42	GZG	2024-02-04
Mevduat (Döviz)	0,48	GZG	2024-02-04
Hisse Senedi	18,04	GZG	2024-02-04
Finansman Bonosu	1,77	GZG	2024-02-04
Takasbank Para Piyasası	6,39	GZG	2024-02-04
Vadeli İşlemler Nakit Teminatları	3,34	GZG	2024-02-04
Özel Sektör Tahvili	3,55	GZG	2024-02-04
Hisse Senedi	66,98	TMC	2024-02-04
Borsa Yatırım Fonları Katılma Payları	0,79	TMC	2024-02-04
Yabancı Hisse Senedi	9,57	TMC	2024-02-04
Özel Sektör Tahvili	3,44	TMC	2024-02-04
Vadeli İşlemler Nakit Teminatları	8,23	TMC	2024-02-04
Yabancı Borsa Yatırım Fonları	3,45	TMC	2024-02-04
Yatırım Fonları Katılma Payları	3,79	TMC	2024-02-04
Yabancı Özel Sektör Borçlanma Araçları	3,75	TMC	2024-02-04
Yabancı Kamu Borçlanma Araçları	76,87	AGC	2024-02-04
Özel Sektör Kira Sertifikaları	2,22	AGC	2024-02-04
Özel Sektör Tahvili	5,84	AGC	2024-02-04
Vadeli İşlemler Nakit Teminatları	2,47	AGC	2024-02-04
Özel Sektör Dış Borçlanma Araçları	5,28	AGC	2024-02-04
Ters-Repo	3,49	AGC	2024-02-04
Mevduat (TL)	3,83	AGC	2024-02-04
Katılma Hesabı (Döviz)	100,0	KAV	2024-02-04
Yatırım Fonları Katılma Payları	85,69	FZJ	2024-02-04
Gayrimenkul Yatırım Fonları Katılma Payları	0,07	FZJ	2024-02-04
Takasbank Para Piyasası	3,99	FZJ	2024-02-04
Girişim Sermayesi Yatırım Fonları Katılma Payları	0,14	FZJ	2024-02-04
Ters-Repo	3,93	FZJ	2024-02-04
Varlığa Dayalı Menkul Kıymetler	0,31	FZJ	2024-02-04
Hisse Senedi	2,05	FZJ	2024-02-04
Yabancı Borsa Yatırım Fonları	1,06	FZJ	2024-02-04
Vadeli İşlemler Nakit Teminatları	1,41	FZJ	2024-02-04
Mevduat (TL)	1,35	FZJ	2024-02-04
Kıymetli Madenler	67,69	KUT	2024-02-04
Yatırım Fonları Katılma Payları	0,09	KUT	2024-02-04
Borsa Yatırım Fonları Katılma Payları	20,05	KUT	2024-02-04
Kıymetli Madenler Cinsinden İhraç Edilen Kamu Kira Sertifikaları	12,17	KUT	2024-02-04
Yatırım Fonları Katılma Payları	78,66	FFP	2024-02-04
Takasbank Para Piyasası	3,49	FFP	2024-02-04
Hisse Senedi	17,85	FFP	2024-02-04
Hisse Senedi	84,84	HMG	2024-02-04
Takasbank Para Piyasası	4,24	HMG	2024-02-04
Vadeli İşlemler Nakit Teminatları	10,92	HMG	2024-02-04
Yabancı Özel Sektör Borçlanma Araçları	85,0	IMF	2024-02-04
Mevduat (TL)	0,91	IMF	2024-02-04
Diğer	7,1	IMF	2024-02-04
Hisse Senedi	1,01	IMF	2024-02-04
Vadeli İşlemler Nakit Teminatları	3,2	IMF	2024-02-04
Yatırım Fonları Katılma Payları	2,78	IMF	2024-02-04
Kamu Kira Sertifikaları (Döviz)	68,43	RBK	2024-02-04
Katılma Hesabı (TL)	4,29	RBK	2024-02-04
Özel Sektör Kira Sertifikaları	17,08	RBK	2024-02-04
Katılma Hesabı (Döviz)	10,2	RBK	2024-02-04
Yatırım Fonları Katılma Payları	34,42	AC5	2024-02-04
Mevduat (TL)	0,16	AC5	2024-02-04
Finansman Bonosu	22,94	AC5	2024-02-04
Vadeli İşlemler Nakit Teminatları	3,56	AC5	2024-02-04
Hisse Senedi	21,6	AC5	2024-02-04
Ters-Repo	8,66	AC5	2024-02-04
Takasbank Para Piyasası	8,66	AC5	2024-02-04
Yatırım Fonları Katılma Payları	86,29	GO2	2024-02-04
Varlığa Dayalı Menkul Kıymetler	0,66	GO2	2024-02-04
Hisse Senedi	4,54	GO2	2024-02-04
Mevduat (TL)	0,74	GO2	2024-02-04
Finansman Bonosu	3,64	GO2	2024-02-04
Girişim Sermayesi Yatırım Fonları Katılma Payları	0,88	GO2	2024-02-04
Borsa Yatırım Fonları Katılma Payları	3,25	GO2	2024-02-04
Yatırım Fonları Katılma Payları	75,37	YAN	2024-02-04
Hisse Senedi	0,18	YAN	2024-02-04
Yabancı Borsa Yatırım Fonları	20,75	YAN	2024-02-04
Mevduat (Döviz)	0,19	YAN	2024-02-04
Vadeli İşlemler Nakit Teminatları	2,49	YAN	2024-02-04
Özel Sektör Tahvili	1,02	YAN	2024-02-04
Hisse Senedi	87,33	BVM	2024-02-04
Yatırım Fonları Katılma Payları	12,67	BVM	2024-02-04
Yabancı Hisse Senedi	54,11	GVA	2024-02-04
Finansman Bonosu	1,48	GVA	2024-02-04
Hisse Senedi	22,21	GVA	2024-02-04
Vadeli İşlemler Nakit Teminatları	1,68	GVA	2024-02-04
Yabancı Borsa Yatırım Fonları	11,1	GVA	2024-02-04
Takasbank Para Piyasası	4,4	GVA	2024-02-04
Özel Sektör Tahvili	5,03	GVA	2024-02-04
Yabancı Borsa Yatırım Fonları	81,4	FBV	2024-02-04
Ters-Repo	1,24	FBV	2024-02-04
Yatırım Fonları Katılma Payları	17,36	FBV	2024-02-04
Yabancı Borsa Yatırım Fonları	40,2	YZK	2024-02-04
Vadeli İşlemler Nakit Teminatları	3,86	YZK	2024-02-04
Kamu Dış Borçlanma Araçları	19,84	YZK	2024-02-04
Mevduat (TL)	8,42	YZK	2024-02-04
Özel Sektör Dış Borçlanma Araçları	18,5	YZK	2024-02-04
Yatırım Fonları Katılma Payları	9,18	YZK	2024-02-04
Özel Sektör Dış Borçlanma Araçları	90,24	YUN	2024-02-04
Mevduat (TL)	4,25	YUN	2024-02-04
Mevduat (Döviz)	5,51	YUN	2024-02-04
Yabancı Hisse Senedi	64,31	DFC	2024-02-04
Mevduat (TL)	0,13	DFC	2024-02-04
Hisse Senedi	26,36	DFC	2024-02-04
Takasbank Para Piyasası	4,28	DFC	2024-02-04
Mevduat (Döviz)	4,92	DFC	2024-02-04
Finansman Bonosu	52,95	ICD	2024-02-04
Özel Sektör Tahvili	0,02	ICD	2024-02-04
Takasbank Para Piyasası	13,95	ICD	2024-02-04
Kıymetli Madenler Cinsinden BYF	1,99	ICD	2024-02-04
Yatırım Fonları Katılma Payları	11,83	ICD	2024-02-04
Vadeli İşlemler Nakit Teminatları	4,44	ICD	2024-02-04
Hisse Senedi	10,34	ICD	2024-02-04
Varlığa Dayalı Menkul Kıymetler	4,48	ICD	2024-02-04
Vadeli İşlemler Nakit Teminatları	72,29	TPV	2024-02-04
Finansman Bonosu	7,1	TPV	2024-02-04
Hisse Senedi	20,61	TPV	2024-02-04
Yabancı Borsa Yatırım Fonları	63,33	GBZ	2024-02-04
Vadeli İşlemler Nakit Teminatları	0,02	GBZ	2024-02-04
Kıymetli Madenler Cinsinden BYF	22,62	GBZ	2024-02-04
Borsa Yatırım Fonları Katılma Payları	6,64	GBZ	2024-02-04
Yatırım Fonları Katılma Payları	7,39	GBZ	2024-02-04
Finansman Bonosu	38,75	IRV	2024-02-04
Repo	-25,32	IRV	2024-02-04
Yatırım Fonları Katılma Payları	37,85	IRV	2024-02-04
Varlığa Dayalı Menkul Kıymetler	1,79	IRV	2024-02-04
Hisse Senedi	32,45	IRV	2024-02-04
Özel Sektör Kira Sertifikaları	4,71	IRV	2024-02-04
Vadeli İşlemler Nakit Teminatları	9,77	IRV	2024-02-04
Yabancı Hisse Senedi	56,55	YLO	2024-02-04
Mevduat (Döviz)	2,48	YLO	2024-02-04
Hisse Senedi	17,01	YLO	2024-02-04
Yatırım Fonları Katılma Payları	2,96	YLO	2024-02-04
Yabancı Borsa Yatırım Fonları	11,2	YLO	2024-02-04
Vadeli İşlemler Nakit Teminatları	3,73	YLO	2024-02-04
Özel Sektör Tahvili	6,07	YLO	2024-02-04
Yabancı Borsa Yatırım Fonları	75,98	MJG	2024-02-04
Yatırım Fonları Katılma Payları	6,96	MJG	2024-02-04
Kıymetli Madenler Cinsinden BYF	17,06	MJG	2024-02-04
Finansman Bonosu	37,73	SUA	2024-02-04
Mevduat (Döviz)	0,13	SUA	2024-02-04
Döviz Cinsi Kamu İç Borçlanma Araçları	16,49	SUA	2024-02-04
Diğer	2,53	SUA	2024-02-04
Hisse Senedi	10,71	SUA	2024-02-04
Varlığa Dayalı Menkul Kıymetler	2,82	SUA	2024-02-04
Özel Sektör Tahvili	9,65	SUA	2024-02-04
Mevduat (TL)	2,91	SUA	2024-02-04
Takasbank Para Piyasası	6,19	SUA	2024-02-04
Özel Sektör Kira Sertifikaları	5,29	SUA	2024-02-04
Yatırım Fonları Katılma Payları	5,55	SUA	2024-02-04
Vadeli İşlemler Nakit Teminatları	38,02	TE4	2024-02-04
Özel Sektör Tahvili	0,67	TE4	2024-02-04
Yatırım Fonları Katılma Payları	19,35	TE4	2024-02-04
Finansman Bonosu	3,88	TE4	2024-02-04
Kamu Dış Borçlanma Araçları	17,01	TE4	2024-02-04
Devlet Tahvili	5,44	TE4	2024-02-04
Mevduat (TL)	8,96	TE4	2024-02-04
Takasbank Para Piyasası	6,67	TE4	2024-02-04
Yabancı Borsa Yatırım Fonları	63,71	YZG	2024-02-04
Vadeli İşlemler Nakit Teminatları	0,86	YZG	2024-02-04
Borsa Yatırım Fonları Katılma Payları	18,96	YZG	2024-02-04
Yatırım Fonları Katılma Payları	4,22	YZG	2024-02-04
Kıymetli Madenler	12,25	YZG	2024-02-04
Hisse Senedi	70,69	MAD	2024-02-04
Diğer	0,19	MAD	2024-02-04
Finansman Bonosu	11,54	MAD	2024-02-04
Takasbank Para Piyasası	8,72	MAD	2024-02-04
Vadeli İşlemler Nakit Teminatları	8,86	MAD	2024-02-04
Yabancı Hisse Senedi	63,51	ZCN	2024-02-04
Vadeli İşlemler Nakit Teminatları	1,88	ZCN	2024-02-04
Yatırım Fonları Katılma Payları	24,15	ZCN	2024-02-04
Kıymetli Madenler Cinsinden BYF	4,58	ZCN	2024-02-04
Ters-Repo	5,88	ZCN	2024-02-04
Yabancı Borsa Yatırım Fonları	66,38	DMG	2024-02-04
Vadeli İşlemler Nakit Teminatları	0,06	DMG	2024-02-04
Borsa Yatırım Fonları Katılma Payları	12,82	DMG	2024-02-04
Finansman Bonosu	0,38	DMG	2024-02-04
Kamu Kira Sertifikaları (Döviz)	6,22	DMG	2024-02-04
Mevduat (TL)	0,47	DMG	2024-02-04
Mevduat (Döviz)	3,69	DMG	2024-02-04
Takasbank Para Piyasası	1,24	DMG	2024-02-04
Kamu Dış Borçlanma Araçları	3,41	DMG	2024-02-04
Yatırım Fonları Katılma Payları	2,65	DMG	2024-02-04
Özel Sektör Dış Borçlanma Araçları	2,68	DMG	2024-02-04
Mevduat (Döviz)	58,62	ICS	2024-02-04
Vadeli İşlemler Nakit Teminatları	1,25	ICS	2024-02-04
Döviz Cinsi Kamu İç Borçlanma Araçları	33,97	ICS	2024-02-04
Takasbank Para Piyasası	6,16	ICS	2024-02-04
Yatırım Fonları Katılma Payları	78,5	YPV	2024-02-04
Vadeli İşlemler Nakit Teminatları	2,87	YPV	2024-02-04
Yabancı Borsa Yatırım Fonları	13,4	YPV	2024-02-04
Hisse Senedi	5,23	YPV	2024-02-04
Yabancı Borsa Yatırım Fonları	44,26	TPC	2024-02-04
Takasbank Para Piyasası	0,33	TPC	2024-02-04
Yatırım Fonları Katılma Payları	34,24	TPC	2024-02-04
Yabancı Hisse Senedi	3,12	TPC	2024-02-04
Borsa Yatırım Fonları Katılma Payları	18,05	TPC	2024-02-04
Yabancı Hisse Senedi	61,3	IJB	2024-02-04
Ters-Repo	0,24	IJB	2024-02-04
Yabancı Özel Sektör Borçlanma Araçları	11,19	IJB	2024-02-04
Vadeli İşlemler Nakit Teminatları	0,92	IJB	2024-02-04
Finansman Bonosu	8,71	IJB	2024-02-04
Özel Sektör Tahvili	2,37	IJB	2024-02-04
Hisse Senedi	8,3	IJB	2024-02-04
Yabancı Borsa Yatırım Fonları	6,97	IJB	2024-02-04
Yabancı Borsa Yatırım Fonları	75,36	TJF	2024-02-04
Takasbank Para Piyasası	1,58	TJF	2024-02-04
Yatırım Fonları Katılma Payları	23,06	TJF	2024-02-04
Vadeli İşlemler Nakit Teminatları	36,02	TE3	2024-02-04
Finansman Bonosu	3,51	TE3	2024-02-04
Yatırım Fonları Katılma Payları	17,71	TE3	2024-02-04
Devlet Tahvili	5,27	TE3	2024-02-04
Özel Sektör Tahvili	14,85	TE3	2024-02-04
Takasbank Para Piyasası	5,87	TE3	2024-02-04
Mevduat (TL)	8,94	TE3	2024-02-04
Kamu Dış Borçlanma Araçları	7,83	TE3	2024-02-04
Yatırım Fonları Katılma Payları	98,86	IUT	2024-02-04
Mevduat (TL)	0,36	IUT	2024-02-04
Vadeli İşlemler Nakit Teminatları	0,78	IUT	2024-02-04
Yabancı Borsa Yatırım Fonları	71,57	GMC	2024-02-04
Takasbank Para Piyasası	1,54	GMC	2024-02-04
Borsa Yatırım Fonları Katılma Payları	18,09	GMC	2024-02-04
Yatırım Fonları Katılma Payları	8,8	GMC	2024-02-04
Yabancı Hisse Senedi	57,0	OFS	2024-02-04
Takasbank Para Piyasası	1,59	OFS	2024-02-04
Yatırım Fonları Katılma Payları	34,95	OFS	2024-02-04
Diğer	6,46	OFS	2024-02-04
Yabancı Hisse Senedi	76,69	YLC	2024-02-04
Diğer	0,04	YLC	2024-02-04
Yatırım Fonları Katılma Payları	10,89	YLC	2024-02-04
Varlığa Dayalı Menkul Kıymetler	5,49	YLC	2024-02-04
Hisse Senedi	6,89	YLC	2024-02-04
Kıymetli Madenler	53,35	IOG	2024-02-04
Yatırım Fonları Katılma Payları	0,41	IOG	2024-02-04
Yabancı Borsa Yatırım Fonları	28,71	IOG	2024-02-04
Gayrimenkul Yatırım Fonları Katılma Payları	0,62	IOG	2024-02-04
Ters-Repo	11,24	IOG	2024-02-04
Kıymetli Madenler Cinsinden BYF	1,5	IOG	2024-02-04
Vadeli İşlemler Nakit Teminatları	4,17	IOG	2024-02-04
Yatırım Fonları Katılma Payları	100,0	GLC	2024-02-04
Finansman Bonosu	27,14	ZDD	2024-02-04
Mevduat (TL)	4,32	ZDD	2024-02-04
Hisse Senedi	19,35	ZDD	2024-02-04
Ters-Repo	8,26	ZDD	2024-02-04
Yatırım Fonları Katılma Payları	17,87	ZDD	2024-02-04
Özel Sektör Tahvili	10,31	ZDD	2024-02-04
Vadeli İşlemler Nakit Teminatları	12,74	ZDD	2024-02-04
Yabancı Hisse Senedi	78,43	OFI	2024-02-04
Hisse Senedi	1,03	OFI	2024-02-04
Yatırım Fonları Katılma Payları	14,66	OFI	2024-02-04
Takasbank Para Piyasası	2,1	OFI	2024-02-04
Diğer	3,78	OFI	2024-02-04
Yabancı Hisse Senedi	80,74	AAS	2024-02-04
Diğer	5,63	AAS	2024-02-04
Yatırım Fonları Katılma Payları	13,63	AAS	2024-02-04
Yabancı Borsa Yatırım Fonları	78,35	YGM	2024-02-04
Mevduat (TL)	0,09	YGM	2024-02-04
Yatırım Fonları Katılma Payları	13,56	YGM	2024-02-04
Vadeli İşlemler Nakit Teminatları	1,14	YGM	2024-02-04
Borsa Yatırım Fonları Katılma Payları	6,86	YGM	2024-02-04
Yabancı Borsa Yatırım Fonları	74,71	GUM	2024-02-04
Takasbank Para Piyasası	2,81	GUM	2024-02-04
Kıymetli Madenler	12,25	GUM	2024-02-04
Yatırım Fonları Katılma Payları	3,92	GUM	2024-02-04
Borsa Yatırım Fonları Katılma Payları	6,31	GUM	2024-02-04
Yabancı Hisse Senedi	60,56	TBE	2024-02-04
Takasbank Para Piyasası	7,38	TBE	2024-02-04
Yatırım Fonları Katılma Payları	18,02	TBE	2024-02-04
Hisse Senedi	14,04	TBE	2024-02-04
Hisse Senedi	39,48	IDY	2024-02-04
Diğer	0,81	IDY	2024-02-04
Yabancı Hisse Senedi	18,89	IDY	2024-02-04
Kamu Dış Borçlanma Araçları	1,92	IDY	2024-02-04
Vadeli İşlemler Nakit Teminatları	13,76	IDY	2024-02-04
Yabancı Borsa Yatırım Fonları	2,54	IDY	2024-02-04
Takasbank Para Piyasası	6,42	IDY	2024-02-04
Girişim Sermayesi Yatırım Fonları Katılma Payları	4,57	IDY	2024-02-04
Devlet Tahvili	5,86	IDY	2024-02-04
Özel Sektör Tahvili	5,75	IDY	2024-02-04
Yabancı Hisse Senedi	62,07	RPM	2024-02-04
Yatırım Fonları Katılma Payları	2,23	RPM	2024-02-04
Hisse Senedi	27,24	RPM	2024-02-04
Diğer	8,46	RPM	2024-02-04
Kıymetli Madenler Cinsinden BYF	76,26	GTZ	2024-02-04
Mevduat (Döviz)	0,02	GTZ	2024-02-04
Yatırım Fonları Katılma Payları	8,94	GTZ	2024-02-04
Mevduat (TL)	0,09	GTZ	2024-02-04
Ters-Repo	8,75	GTZ	2024-02-04
Vadeli İşlemler Nakit Teminatları	5,94	GTZ	2024-02-04
Devlet Tahvili	55,39	YSU	2024-02-04
Takasbank Para Piyasası	0,24	YSU	2024-02-04
Hisse Senedi	26,03	YSU	2024-02-04
Özel Sektör Tahvili	0,71	YSU	2024-02-04
Kamu Dış Borçlanma Araçları	6,91	YSU	2024-02-04
Vadeli İşlemler Nakit Teminatları	0,81	YSU	2024-02-04
Ters-Repo	5,51	YSU	2024-02-04
Mevduat (TL)	1,65	YSU	2024-02-04
Yatırım Fonları Katılma Payları	2,75	YSU	2024-02-04
Finansman Bonosu	41,49	ESG	2024-02-04
Vadeli İşlemler Nakit Teminatları	2,05	ESG	2024-02-04
Yatırım Fonları Katılma Payları	17,47	ESG	2024-02-04
Özel Sektör Tahvili	7,33	ESG	2024-02-04
Hisse Senedi	13,42	ESG	2024-02-04
Yabancı Borsa Yatırım Fonları	8,5	ESG	2024-02-04
Özel Sektör Kira Sertifikaları	9,74	ESG	2024-02-04
Yabancı Hisse Senedi	80,5	OVD	2024-02-04
Takasbank Para Piyasası	1,31	OVD	2024-02-04
Hisse Senedi	10,82	OVD	2024-02-04
Yatırım Fonları Katılma Payları	7,37	OVD	2024-02-04
Yabancı Hisse Senedi	70,44	OTJ	2024-02-04
Özel Sektör Kira Sertifikaları	1,2	OTJ	2024-02-04
Hisse Senedi	12,54	OTJ	2024-02-04
Döviz Cinsi Kamu İç Borçlanma Araçları	7,79	OTJ	2024-02-04
Yatırım Fonları Katılma Payları	8,03	OTJ	2024-02-04
Özel Sektör Kira Sertifikaları	82,51	NJY	2024-02-04
Diğer	-0,01	NJY	2024-02-04
Yatırım Fonları Katılma Payları	9,47	NJY	2024-02-04
Katılma Hesabı (TL)	8,03	NJY	2024-02-04
Özel Sektör Kira Sertifikaları	85,13	EKF	2024-02-04
Kamu Kira Sertifikaları (TL)	2,39	EKF	2024-02-04
Katılma Hesabı (TL)	12,48	EKF	2024-02-04
Yabancı Hisse Senedi	66,75	GZL	2024-02-04
Mevduat (Döviz)	0,08	GZL	2024-02-04
Hisse Senedi	23,6	GZL	2024-02-04
Takasbank Para Piyasası	1,94	GZL	2024-02-04
Finansman Bonosu	4,79	GZL	2024-02-04
Vadeli İşlemler Nakit Teminatları	2,83	GZL	2024-02-04
Yabancı Borsa Yatırım Fonları	75,2	GZE	2024-02-04
Takasbank Para Piyasası	3,36	GZE	2024-02-04
Vadeli İşlemler Nakit Teminatları	12,72	GZE	2024-02-04
Yatırım Fonları Katılma Payları	8,73	GZE	2024-02-04
Özel Sektör Kira Sertifikaları	35,71	PDD	2024-02-04
Diğer	0,02	PDD	2024-02-04
Katılma Hesabı (TL)	24,72	PDD	2024-02-04
Kamu Kira Sertifikaları (Döviz)	3,33	PDD	2024-02-04
Yatırım Fonları Katılma Payları	21,19	PDD	2024-02-04
Kamu Kira Sertifikaları (TL)	6,73	PDD	2024-02-04
Hisse Senedi	8,3	PDD	2024-02-04
Hisse Senedi	65,75	IDD	2024-02-04
Özel Sektör Tahvili	0,05	IDD	2024-02-04
Takasbank Para Piyasası	34,2	IDD	2024-02-04
Finansman Bonosu	23,24	HPO	2024-02-04
Vadeli İşlemler Nakit Teminatları	1,13	HPO	2024-02-04
Takasbank Para Piyasası	18,13	HPO	2024-02-04
Devlet Tahvili	1,57	HPO	2024-02-04
Yatırım Fonları Katılma Payları	16,97	HPO	2024-02-04
Özel Sektör Dış Borçlanma Araçları	3,81	HPO	2024-02-04
Ters-Repo	12,59	HPO	2024-02-04
Mevduat (TL)	4,32	HPO	2024-02-04
Özel Sektör Tahvili	11,66	HPO	2024-02-04
Diğer	6,58	HPO	2024-02-04
